ticker,name,sector,market_cap,CapType,PE,PB,ROE,ROA,ProfitMargin,GrossMargin,FCF_Margin,DividendYield,DebtEquity,CurrentRatio,QuickRatio,PriceToFCF,EV_Revenue,EV_EBITDA,Beta,Volatility,return_6m,RSI_14,Momentum_10,MACD,BB_Percent,SMA20_above_SMA50,sentiment_score,sentiment_label,positive_ratio,neutral_ratio,negative_ratio,bullet_positive_count,bullet_negative_count,recommendation,analyst_count,target_mean_price,current_price,percent_change,extraction_date
MCB,,Financial Services,677609216.0,SmallCap,10.73733,0.9533558,0.09471,0.00887,0.24704,0.0,,,,,,,2.99,,1.085,0.0240053779029053,-0.0288005868514227,50.15047762735031,-2.5823775835877636,0.8157939877806228,0.1549077444669426,1.0,0.15,POSITIVE,0.15,0.85,0.0,1.0,0.0,none,3.0,75.33333,63.68,-0.3,2025-06-05
CAP.PA,CAPGEMINI,Information Technology,25058977792.0,BigCap,15.570221,2.1281662,0.15061,0.06277,0.075619996,0.2739,0.0944571455794767,2.31,51.683,1.207,1.09,12.00645763337206,1.283,9.727,0.951,0.0214491340209158,-0.0267890548749814,56.82284126898711,-0.3042575840517895,2.0074712805177626,0.4001267221233399,1.0,-0.1,POSITIVE,0.0,0.9,0.1,1.0,0.0,buy,17.0,181.76471,147.45,0.14,2025-06-05
PBR,,Energy,71620231168.0,SmallCap,8.324627,0.36321306,0.12019,0.08658,0.09696,0.49666,0.20444048031190917,20.68,93.137,0.718,0.408,0.7062544445602701,0.95,2.401,0.318,0.0216964593221324,-0.1132411074235472,35.3801284662662,-6.339211789368493,-0.1391687957858884,-0.0659911050045975,0.0,-0.1,POSITIVE,0.2,0.5,0.3,1.0,0.0,buy,13.0,15.19769,11.16,0.36,2025-06-05
LUV,Southwest Airlines,Industrials,18546286592.0,BigCap,36.567413,1.9803455,0.05593,0.009330001,0.01983,0.22173999,-0.030354942034588793,2.23,85.371,0.772,0.671,-22.093579811880893,0.657,9.589,1.227,0.0288048888947192,-0.0553825409755203,58.29322825017,2.4086942427078295,0.8999763615615706,0.6166011096577001,1.0,0.3,NEGATIVE,0.35,0.6,0.05,0.0,0.0,hold,22.0,30.15045,32.46,0.59,2025-06-05
2801.T,Kikkoman,Consumer Staples,1237546958848.0,BigCap,19.684856,2.3733003,0.12262,0.06838,0.087019995,0.33743,0.026518416577457113,2.34,11.436,3.803,2.144,65.82346307957495,1.646,11.601,0.424,0.0187189238513626,-0.2260508514442871,28.07722393371452,-5.007418397626113,-39.16169305067183,0.0342565271446739,0.0,,POSITIVE,0.0,1.0,0.0,1.0,0.0,hold,11.0,1521.8182,1285.0,0.35,2025-06-05
XPRO,,Energy,983131392.0,SmallCap,14.44068,0.65913665,0.04907,0.038429998,0.03985,0.22660999,0.023288193381251283,,13.511,2.105,1.544,24.54147259111333,0.589,3.37,1.136,0.0394754662830942,-0.2834314371951741,51.9603275258642,9.652515813104626,0.0049023517441941,0.6651040056226454,0.0,0.35,NEGATIVE,0.4,0.55,0.05,0.0,0.0,buy,5.0,12.6,8.52,-0.47,2025-06-05
AAON,"AAON, Inc.",Industrials,7717574144.0,SmallCap,49.659687,9.457573,0.19846001,0.11035,0.126,0.31035998,-0.11119019930122369,0.42,8.581,2.767,1.752,-55.06053928574364,6.201,29.26,1.031,0.0383138580639056,-0.3080893277654768,46.106769899154905,-5.6312839934455985,0.5809824893768365,0.1696643118619042,1.0,0.25,NEGATIVE,0.4,0.45,0.15,1.0,0.0,buy,4.0,111.25,94.85,-0.79,2025-06-05
DFS,Discover Financial,Financials,50343182336.0,BigCap,10.686432,2.8111124,0.28472,,0.35884,0.94364,,0.0139999995,,,,,4.052,,1.146,0.0301329417901729,0.1635954839582321,65.09345395485735,5.117968376918954,8.228798840492033,0.7963106505653419,1.0,0.05,POSITIVE,0.1,0.85,0.05,0.0,0.0,buy,5.0,211.6,,,2025-05-16
LNC,,Financial Services,5603489792.0,SmallCap,4.64215,0.77733827,0.16913,0.0026699998,0.071779996,0.28527,0.8509962463643143,5.51,106.64,2.303,1.14,0.35497288270055743,-1.213,,1.407,0.0287725442676883,-0.0161113602214707,47.84193121305151,0.613123143741002,-0.0280444319572694,0.2886763544220783,1.0,0.25,NEUTRAL,0.3,0.65,0.05,0.0,0.0,hold,11.0,38.09091,32.81,0.43,2025-06-05
HRMY,,Healthcare,2011573120.0,SmallCap,13.370229,2.7903457,0.24712999,0.12814,0.20503001,0.78341,0.1925317219541803,,24.63,3.67,3.5,14.026960015628736,2.268,7.715,0.869,0.0266524491669171,0.0376184988419749,59.357992185432565,1.5362283457880437,0.8303605681488833,0.6440488554333288,1.0,0.25,POSITIVE,0.3,0.65,0.05,0.0,0.0,buy,9.0,51.55556,35.03,-0.37,2025-06-05
KB,,Financial Services,28641062912.0,SmallCap,7.3952603,0.00054416776,0.09505,0.0075499997,0.38395,0.0,,2.95,,,,,2.846,,0.602,0.0222981540374533,0.296228583205939,72.90244138778628,10.135517612012311,3.9819177659839937,0.9462193989872206,1.0,-0.05,NEUTRAL,0.15,0.65,0.2,1.0,0.0,none,1.0,92.65785,78.05,-2.66,2025-06-05
6902.T,Denso,Information Technology,5303987339264.0,BigCap,13.11108,1.0761031,0.08509,0.03767,0.058520004,0.15399,0.058167598901493894,3.3,13.478,1.854,1.057,12.732114455653516,0.737,5.897,0.591,0.0208128691545328,-0.1089827439813059,49.10663477601636,0.1052908660173729,17.03972104726131,0.2298657310998094,1.0,0.3,POSITIVE,0.5,0.3,0.2,0.0,0.0,buy,15.0,2474.6667,1923.5,1.16,2025-06-05
REGN,Regeneron Pharmaceuticals,Health Care,52250738688.0,BigCap,12.30511,1.7439811,0.15961,0.0691,0.31941998,0.48799,0.14787249575917125,0.73,9.204,4.927,3.9,25.039592113324034,3.237,10.198,0.307,0.0298319166149559,-0.3680195281730312,31.49898695906232,-20.120074572278437,-24.7438352517961,0.0838679610593206,0.0,-0.15,NEUTRAL,0.2,0.45,0.35,1.0,0.0,buy,23.0,744.4404,483.07,-0.38,2025-06-05
GT,,Consumer Cyclical,3074164480.0,SmallCap,12.809525,0.6234428,0.04775,0.01899,0.01301,0.18834,-0.02771727348420582,,177.664,1.221,0.558,-5.964907945245184,0.616,7.371,1.4,0.0367758002019974,0.0590551565433885,47.37075550135606,2.476192656017485,0.1724894895768773,0.2265372861416178,1.0,0.15,POSITIVE,0.3,0.55,0.15,1.0,0.0,buy,7.0,13.6,10.76,-2.62,2025-06-05
VOD,Vodafone Group Plc,Communication Services,23482304512.0,SmallCap,9.642857,4.2338705,0.044060003,,0.0689,0.33623,,4.72,,,,,8.056,,0.458,0.0184546969647657,0.0892354675250071,54.55303970175557,-1.6649308338001645,0.0157337198496065,0.5500598762133706,1.0,0.2,POSITIVE,0.25,0.7,0.05,1.0,0.0,hold,3.0,11.052588,10.21,-0.49,2025-05-16
REPX,"Riley Exploration Permian, Inc.",Energy,610918016.0,SmallCap,5.9273505,1.1403437,0.20429,,0.23922001,0.75321996,,5.84,,,,,2.062,,1.339,0.0335502384854687,-0.1843656505233631,55.49139193860923,7.352939656774682,0.4545292751719039,0.7832623625050221,0.0,0.15,POSITIVE,0.2,0.75,0.05,1.0,0.0,strong_buy,2.0,52.25,26.47,0.3,2025-05-16
6674.T,GS Yuasa,Information Technology,258328182784.0,BigCap,8.496205,0.73121256,0.088640004,0.04631,0.052410003,0.24034001,-0.03999702479965074,3.88,29.421,1.719,0.929,-11.12913931036941,0.606,4.687,0.792,0.0229329054648975,0.0223580646615666,48.37297047344681,0.0395413206801107,29.88573613883136,0.1508765662198899,1.0,,POSITIVE,0.33,0.33,0.33,1.0,0.0,buy,7.0,3400.0,2536.5,0.26,2025-06-05
IDCC,,Technology,5874921984.0,SmallCap,17.90593,6.280256,0.50291,0.15782,0.48139,0.88384,0.11747361518003882,1.07,51.907,1.763,1.71,61.32646195040739,6.622,10.111,1.369,0.0249125697105592,0.1571986246038259,69.13634138329326,5.608914126695049,3.897234559395713,1.1043682341544758,1.0,0.05,NEUTRAL,0.15,0.75,0.1,1.0,0.0,buy,4.0,220.4125,226.51,1.34,2025-06-05
6861.T,Keyence,Information Technology,14430272225280.0,BigCap,36.231884,4.544594,0.1348,0.10988,0.37639,0.83813006,0.33313285403931747,0.59,,9.715,9.153,40.89795963854862,12.187,22.847,0.698,0.0209683884890725,-0.1112521367913603,36.285855910252785,-5.130293159609121,-379.0870822718352,-0.0423696187119693,1.0,0.25,POSITIVE,0.25,0.75,0.0,2.0,0.0,buy,16.0,74918.75,58060.0,-0.33,2025-06-05
WIX,,Technology,8531151872.0,SmallCap,61.05578,-50.627686,0.109745,0.045700002,0.08161,0.68084,0.2513863065663834,,,0.786,0.746,18.702647414663605,4.646,53.13,1.306,0.03138738412862,-0.3023943685842305,40.69971047926439,0.5973504555500867,-5.062017565558705,0.3056586952188562,1.0,-0.05,POSITIVE,0.25,0.45,0.3,0.0,0.0,buy,23.0,217.84,153.25,0.0,2025-06-05
FAST,Fastenal,Industrials,47495733248.0,BigCap,41.4,12.869133,0.32351002,0.20121,0.15132,0.44994,0.08987655264945522,2.15,13.435,4.277,1.924,69.3388381823107,6.197,27.892,0.968,0.0168261452889913,0.0295974245554078,56.52508547037341,1.4117377102918622,0.385238858577928,0.6903848448517395,1.0,0.25,POSITIVE,0.35,0.55,0.1,0.0,0.0,hold,11.0,38.10091,41.34,1.13,2025-06-05
SNA,Snap-on,Industrials,16711418880.0,BigCap,16.723442,3.0268888,0.19538,0.10828,0.20136999,0.52046,0.16006864639592283,2.67,23.477,4.142,3.025,20.556837676132094,3.28,11.468,0.766,0.0172859808141405,-0.1041582262194963,48.23976789267728,-1.061710841300633,0.2889313195097429,0.3028385061436128,1.0,0.05,POSITIVE,0.2,0.65,0.15,0.0,0.0,hold,9.0,321.3889,319.02,-0.29,2025-06-05
PB,,Financial Services,6524026880.0,SmallCap,13.066794,0.86767536,0.068280004,0.01288,0.41159,0.0,,3.35,,,,,6.466,,0.703,0.0160894392659388,-0.1511580032194421,42.82681510056523,-2.115790982284316,-0.1450851606879979,0.1102385503061342,1.0,,NEUTRAL,0.1,0.8,0.1,0.0,0.0,none,13.0,81.69231,68.49,-0.94,2025-06-05
UCB,,Financial Services,3483376384.0,SmallCap,13.587679,1.0040624,0.07681,0.009459999,0.28777,0.0,,3.35,,,,,3.535,,0.796,0.022384896664301,-0.1409828134122317,51.80131366248811,0.9862652084015248,0.2232792929563523,0.335220524077488,1.0,0.1,POSITIVE,0.25,0.6,0.15,0.0,0.0,none,7.0,33.14286,28.68,0.17,2025-06-05
NE,,Energy,4201398272.0,SmallCap,8.90909,0.90193266,0.107609995,0.073189996,0.14693,0.43945998,0.09874270236411593,7.45,42.482,1.569,1.244,13.550808583536424,1.892,4.871,1.108,0.0356661598394131,-0.1468655874177025,64.93243819490093,13.7086315597587,1.00605814635011,0.9064766749291446,1.0,0.15,NEGATIVE,0.25,0.65,0.1,0.0,0.0,buy,11.0,32.81818,26.45,0.34,2025-06-05
NMFC,,Financial Services,1151848704.0,SmallCap,10.787879,0.858176,0.08091,0.0543,0.29841,1.0,0.08103411278440044,11.99,132.491,0.234,0.212,38.75522015923759,7.794,,0.856,0.0166279237160738,-0.0412236128262503,54.87940645323655,0.7547162342173653,0.1168303655774636,0.4970247524484816,1.0,0.05,POSITIVE,0.1,0.85,0.05,0.0,0.0,none,6.0,11.45833,10.68,0.0,2025-06-05
CA.PA,CARREFOUR,Financials,8547153920.0,BigCap,12.018691,0.7675321,0.06099,0.02409,0.0083,0.18274,0.026624186095288944,7.11,172.471,0.877,0.603,3.687495713314894,0.285,6.862,0.583,0.0148182675555258,-0.0214309776062506,31.94352467429202,-11.770021472737447,-0.0948071585906422,0.0346794505530439,1.0,,NEGATIVE,0.15,0.7,0.15,2.0,0.0,hold,17.0,13.89412,12.86,-0.62,2025-06-05
MSTR,,Technology,103018545152.0,SmallCap,15.77421325,3.046542,-0.29677,-0.18825,0.0,0.70949,-10.16211797698987,,24.442,0.66,0.543,-22.072800010706853,245.631,-14.919,3.757,0.060409581747019,-0.0663780678273456,46.78534211910535,-8.418384785059823,2.3196624818540954,0.1975305172773861,1.0,0.15,NEGATIVE,0.2,0.75,0.05,1.0,0.0,buy,13.0,525.6923,368.79,-2.46,2025-06-05
CFLT,,Technology,8230630912.0,SmallCap,15.77421325,8.011929,-0.34179002,-0.09949,-0.31417,0.7392,0.17554974806948034,,108.152,4.422,4.179,46.07738580155876,7.148,-18.794,0.979,0.0470773106285168,-0.2816399163758517,61.510687080629566,14.869364282942902,0.3479387285104529,0.9507247511286326,1.0,0.05,POSITIVE,0.25,0.55,0.2,0.0,0.0,buy,32.0,28.49312,24.18,1.85,2025-06-05
ANGI,,Communication Services,796824128.0,SmallCap,16.121359,0.7841424,0.05093,0.01345,0.04685,0.94875,0.06494390422904284,,51.372,2.153,1.977,10.900000448681212,0.86,8.494,1.804,0.0462638295908162,-0.1613636271684291,60.49015453432039,4.697351208613855,0.663953784048406,0.7411859553239944,1.0,-0.05,POSITIVE,0.2,0.55,0.25,0.0,0.0,buy,10.0,21.35,16.61,-2.24,2025-06-05
4523.T,Eisai Co.,Health Care,1143701897216.0,BigCap,24.450012,1.3414822,0.05446,0.024319999,0.058819998,0.78616,0.012060741874748034,4.0,21.655,1.955,1.304,120.12729555034967,1.362,11.438,-0.18,0.0208187196417806,-0.0845438979521565,51.06678059060227,0.6794162053346754,20.229531969252093,0.6294888905800607,0.0,0.429,NEUTRAL,0.43,0.57,0.0,2.0,0.0,buy,14.0,4589.2856,3982.0,-0.47,2025-06-05
STLD,Steel Dynamics,Materials,19625617408.0,BigCap,17.371878,2.2377954,0.13199,0.05924,0.06798,0.13408,-0.02805201347042355,1.48,47.5,2.743,1.292,-40.60775409288481,1.338,11.725,1.394,0.0268059346958528,-0.039119902020576,52.321523229539416,-0.2193544589627925,1.1726572788497265,0.5061402926560252,1.0,0.1,NEUTRAL,0.25,0.6,0.15,0.0,0.0,buy,13.0,147.22,132.1,-2.13,2025-06-05
HUBG,,Industrials,2044338176.0,SmallCap,19.635294,1.2404772,0.06279,0.031170001,0.026870001,0.11171,0.0371161462932888,1.48,28.62,1.355,1.245,14.261489342988392,0.645,7.49,1.153,0.0240844960728508,-0.327380374043844,46.14391667261912,-1.5919726709315103,-0.1100654407686505,0.2540375754402962,1.0,,NEGATIVE,0.15,0.7,0.15,0.0,0.0,buy,15.0,38.73333,33.38,-1.21,2025-06-05
4452.T,Kao Corp.,Materials,3145026502656.0,BigCap,27.100557,3.0042262,0.11133,0.05495,0.06908,0.39299,0.06399598834357118,2.31,23.265,1.861,1.121,29.73911261158431,1.868,12.669,0.214,0.0156692252642954,0.0125546627815169,62.30954445136288,6.124401913875598,130.50655839275532,0.7895408228251615,1.0,,POSITIVE,0.33,0.33,0.33,1.0,0.0,buy,10.0,7423.0,6668.0,0.21,2025-06-05
FTV,Fortive,Industrials,24418822144.0,BigCap,31.510965,2.3856091,0.07695,0.041020002,0.129,0.59981,0.21070533498790134,0.44,39.337,0.992,0.717,18.72583416817469,4.463,16.428,1.156,0.0190080948360981,-0.0900510755150156,55.18875155860109,2.5405312054461824,0.4691317717549026,0.5683083145279139,1.0,,POSITIVE,0.15,0.7,0.15,0.0,0.0,buy,18.0,83.40722,71.76,-0.18,2025-06-05
WDH,,Financial Services,527520224.0,SmallCap,10.418571,0.11020779,0.073470004,0.01767,0.13259,0.52568,0.022823894732690853,2.67,5.005,3.123,2.661,8.28926415872394,1.135,16.582,-0.278,0.0394503478166487,0.2907965047836156,55.79290873077268,5.695655745684776,0.040685427261405,0.6495174412385925,1.0,0.1,POSITIVE,0.15,0.8,0.05,1.0,0.0,none,5.0,1.819416,1.45,-3.33,2025-06-05
2002.T,Nisshin Seifun Group,Consumer Staples,501362524160.0,BigCap,14.74944,1.0253562,0.07052,0.03587,0.04073,0.22334999,0.010354104427928262,3.47,16.82,2.299,1.393,56.86719728270572,0.591,7.054,-0.024,0.0105483917457135,-0.0603400987383433,34.761182386738994,-0.8393632416787264,-20.33459982011709,0.2241096182130509,0.0,-0.15,NEGATIVE,0.05,0.75,0.2,2.0,0.0,none,3.0,2200.0,1715.5,0.15,2025-06-05
IBCP,Independent Bank Corporation,Financial Services,672185984.0,SmallCap,10.331209,1.4558182,0.1504,,0.30243,0.0,,3.28,,,,,3.006,,0.808,0.0172410132646906,-0.1094496274830623,61.31731623927497,3.8412255582032264,0.571788261212717,0.8555558261936086,1.0,0.2,POSITIVE,0.25,0.7,0.05,2.0,0.0,none,5.0,34.4,30.84,-0.74,2025-05-16
KEYS,Keysight Technologies,Information Technology,27545184256.0,BigCap,37.657646,5.019917,0.14297,0.056789998,0.14526,0.62471,0.19104836666178188,,50.484,3.387,2.462,28.188221612905576,5.358,23.735,1.098,0.0237331202935627,-0.0565053730941581,56.53823333442352,-1.581834987941922,2.618590192980321,0.4375637255692501,1.0,0.15,NEGATIVE,0.2,0.75,0.05,1.0,0.0,buy,13.0,183.44463,159.83,-0.76,2025-06-05
NBTB,,Financial Services,2149716224.0,SmallCap,13.544555,1.2386069,0.09548,0.01052,0.2521,0.0,,3.31,,,,,3.515,,0.572,0.0173953275592337,-0.1675413562115234,41.98778667802714,-2.1840408109974683,-0.2922452910831481,0.1953532789432942,1.0,0.2,POSITIVE,0.3,0.6,0.1,1.0,0.0,none,5.0,50.4,41.04,-0.17,2025-06-05
CIM,,Real Estate,1097962752.0,SmallCap,8.980133,0.41531393,0.08088,0.01661,0.65463996,0.90953004,,11.11,393.237,3.206,3.206,,34.347,,1.824,0.0227472505773056,-0.0255772512882479,60.134843957543154,3.1963475290727317,0.2353196588156532,0.6648517158357402,1.0,0.35,POSITIVE,0.45,0.45,0.1,0.0,0.0,buy,2.0,15.75,13.55,1.8,2025-06-05
YMM,,Technology,12942888960.0,SmallCap,24.75,0.33728537,0.10325,0.05134,0.32196,0.89839,,1.6,0.146,7.663,5.633,,19.758,66.949,0.203,0.0333936685444195,0.1500929123387195,57.495552931910375,3.904283447064268,0.0828375966184822,0.7066190811483477,1.0,0.15,POSITIVE,0.25,0.65,0.1,0.0,0.0,buy,15.0,15.298693,12.37,3.17,2025-06-05
PAX,,Financial Services,2097655424.0,SmallCap,28.234043,3.8176064,0.14463,0.086780004,0.18364,0.61323,,4.65,34.242,0.968,0.658,,5.482,11.169,0.667,0.0227679646603216,0.1327593476064801,73.6962507886618,4.901192552806042,0.5075292471962243,0.8342803283386279,1.0,0.25,POSITIVE,0.25,0.75,0.0,0.0,0.0,none,6.0,14.91667,13.27,2.95,2025-06-05
ROST,Ross Stores,Consumer Discretionary,46768414720.0,BigCap,22.468405,8.28624,0.39566,0.1129,0.097950004,0.32706,0.05374176363040403,1.14,89.95,1.55,0.894,40.945151813375766,2.236,15.561,1.157,0.0182401009776368,-0.0867621506770368,47.62747267435096,-7.001563856056485,0.0485559598581062,0.3190136195855773,1.0,-0.1,NEGATIVE,0.15,0.6,0.25,0.0,0.0,buy,20.0,150.562,142.24,-0.19,2025-06-05
AL,,Industrials,6375291904.0,SmallCap,9.972902,0.8105746,0.092159994,0.0277,0.24768999,0.58502,-0.6318042764118843,1.55,252.898,0.402,0.251,-3.593663014556912,9.177,,1.379,0.02547198784298,0.1550866824581511,63.47641576351062,1.1560495008355485,2.067843444755489,0.5706432267246475,1.0,0.05,NEGATIVE,0.25,0.55,0.2,1.0,0.0,none,7.0,58.85714,57.06,0.62,2025-06-05
8233.T,Takashimaya,Consumer Discretionary,334619312128.0,BigCap,10.288219,0.7073696,0.08307,0.028010001,0.07929,0.6006,0.05763218379886645,2.33,68.248,0.803,0.612,11.647389668569613,1.229,6.755,-0.048,0.0180599468990717,-0.1039737508176095,39.50154693968703,-5.118279569892473,-2.630356458342476,0.0637443731900117,1.0,,,,,,,,none,4.0,1272.5,1108.0,0.45,
ADI,Analog Devices,Information Technology,108574097408.0,BigCap,59.6158,3.1011608,0.05213,0.02994,0.18652001,0.58757997,0.30373933191643226,1.81,20.62,2.077,1.397,36.28121826086539,11.537,25.914,1.0,0.030719436043101,0.0332186523270372,60.068982504622994,-1.0183961211262376,4.284307841626742,0.5530032938374804,1.0,-0.15,NEUTRAL,0.1,0.65,0.25,1.0,0.0,buy,31.0,243.8816,218.04,-0.21,2025-06-05
VZ,Verizon,Communication Services,182922002432.0,BigCap,10.3297615,1.8161077,0.18416001,0.051469997,0.13144,0.60018003,0.125956259097336,6.27,169.089,0.612,0.471,10.71327758788747,2.616,7.173,0.38,0.014706333876538,0.0543588571212434,47.91832647754189,-1.1314261300223216,0.0528923370329721,0.382635482069859,1.0,-0.05,NEGATIVE,0.05,0.85,0.1,0.0,0.0,buy,23.0,48.06739,43.3,0.09,2025-06-05
CRM,Salesforce,Information Technology,255390613504.0,BigCap,41.741405,4.2185674,0.10312,0.050869998,0.16079001,0.77336997,0.37393432729428694,0.63,19.813,1.069,0.899,17.69764491705923,6.38,21.971,1.377,0.0214207241065646,-0.258758008706102,43.52234857339034,-5.591966745915647,-2.264848205648377,0.2177276298904744,1.0,0.05,NEGATIVE,0.3,0.45,0.25,0.0,0.0,buy,51.0,353.9996,267.14,1.5,2025-06-05
CPT,Camden Property Trust,Real Estate,12375579648.0,BigCap,106.27064,2.7325375,0.025999999,0.02076,0.075679995,0.61534,0.43979649197609644,3.57,79.752,0.036,0.026,17.99707422716423,10.463,18.43,0.802,0.0160185412032763,-0.0297045641969773,48.328006335774035,0.4609203032369026,0.2198424582746412,0.3580631313854073,1.0,0.1,NEGATIVE,0.15,0.8,0.05,0.0,0.0,buy,23.0,130.0761,115.74,-1.59,2025-06-05
TSN,Tyson Foods,Consumer Staples,19687270400.0,BigCap,21.503891,1.0699695,0.051149998,0.03666,0.01705,0.07871,0.025916254602890845,3.6,48.934,1.669,0.616,14.162191610514478,0.522,8.026,0.585,0.015297213718682,-0.1173826487571281,41.93541888834125,-1.1885456088878237,-0.6463753919685118,0.3826608893761158,0.0,0.05,POSITIVE,0.25,0.55,0.2,0.0,0.0,buy,13.0,66.10077,55.24,-0.68,2025-06-05
NWN,,Utilities,1603523840.0,SmallCap,15.785714,1.1011155,0.07356,0.02736,0.08483,0.41145,-0.07925728616057894,4.93,164.185,1.05,0.604,-16.68067574684266,3.208,9.454,0.549,0.013506802759889,-0.0280885445991099,36.46295614757805,-2.857147647971359,-0.5014532699791303,0.157306399091827,0.0,-0.05,NEGATIVE,0.1,0.75,0.15,0.0,0.0,buy,4.0,49.5,39.81,0.08,2025-06-05
JD,"JD.com, Inc.",Consumer Cyclical,50319294464.0,SmallCap,8.3875,0.20639294,0.16283001,,0.0376,0.09884,,3.04,,,,,0.054,,0.575,0.0325585313217949,-0.0223863608321885,43.19054941928455,-2.668993185558732,-0.4329432840339677,0.4208470906528375,0.0,-0.2,POSITIVE,0.05,0.7,0.25,1.0,3.0,strong_buy,36.0,52.643246,33.09,-0.72,2025-05-16
IPG,Interpublic Group of Companies (The),Communication Services,8385590272.0,BigCap,17.312979,2.3424911,0.13577,0.051220004,0.05485,0.22551,0.11880485541645493,5.75,113.87,1.066,0.981,7.834757144877465,1.214,6.566,1.049,0.0197646192429321,-0.2104112008658957,32.946963121324984,-5.494095410632156,-0.4742016130102975,0.0394502827603161,0.0,-0.05,POSITIVE,0.1,0.75,0.15,1.0,0.0,none,9.0,34.27222,22.66,-1.31,2025-06-05
CNS,,Financial Services,3826498560.0,SmallCap,24.529411,7.5369015,0.3076,0.14716,0.29676,0.47189,0.3043483677021662,3.27,21.836,7.221,7.211,23.7718760940481,7.413,20.672,1.317,0.021380641851002,-0.2427003911249762,40.7540832013453,-3.4473892189605864,-0.6010355653254749,0.1615673743155811,1.0,0.05,POSITIVE,0.15,0.75,0.1,4.0,0.0,none,2.0,81.0,75.1,-0.81,2025-06-05
AZO,AutoZone,Consumer Discretionary,62489976832.0,BigCap,25.32049,-15.723089,0.317925,0.13438,0.13961,0.53125,0.07670972471439351,,,0.842,0.1,43.49529652402907,3.972,17.169,0.401,0.0142376856269962,0.1713049687954573,50.095687994175854,-3.569435959897038,11.15803441927028,0.4544611312600626,1.0,0.1,POSITIVE,0.15,0.8,0.05,0.0,0.0,buy,24.0,4079.9604,3725.25,0.16,2025-06-05
BDX,Becton Dickinson,Health Care,49118711808.0,BigCap,33.21318,1.9459963,0.058870003,0.03687,0.07179,0.46322,0.16781281268509607,2.43,76.344,1.127,0.483,13.998256999508214,3.239,12.126,0.279,0.0225018404544381,-0.2216627935389382,38.21800489104621,-1.166688390656023,-5.047781990869765,0.3634513712268957,0.0,-0.4,NEGATIVE,0.1,0.4,0.5,0.0,0.0,buy,14.0,221.82143,171.03,0.09,2025-06-05
CMRE,,Industrials,1301510272.0,SmallCap,3.64959,0.41299507,0.121479996,0.05624,0.15486,0.35568002,0.12340273329634582,5.31,86.063,1.548,1.221,5.130179891044118,1.245,4.022,1.118,0.0337043571282398,-0.3105940188132795,55.00633946345736,5.50948075481744,-0.0651651436726492,0.8519694251741212,0.0,-0.1,POSITIVE,0.05,0.8,0.15,1.0,0.0,none,1.0,10.0,8.9,2.77,2025-06-05
PCTY,,Technology,10699174912.0,SmallCap,48.309223,8.901346,0.19699,0.036760002,0.14649999,0.68824995,0.21108205161157387,,14.09,1.132,0.144,32.66414894378832,6.838,31.69,0.531,0.01942358977349,-0.058697772847052,50.80674065495542,-1.434818439890858,0.285044009882597,0.3553501610764796,1.0,0.35,POSITIVE,0.4,0.55,0.05,0.0,0.0,buy,20.0,222.9935,193.72,-0.48,2025-06-05
NGG,,Utilities,69603213312.0,SmallCap,17.530863,7.0088844,0.08355,0.03042,0.15791,1.0,-0.3760066296448718,4.33,128.687,1.349,1.007,-10.076715423208631,21.222,57.406,0.293,0.0167520295226667,0.1923815093143914,55.410780902858306,-0.6807968749299619,0.9109130400389204,0.6198965062772964,1.0,0.2,POSITIVE,0.25,0.7,0.05,0.0,0.0,buy,4.0,75.34075,71.03,-0.03,2025-06-05
PFG,Principal Financial Group,Financials,17032911872.0,BigCap,16.268736,1.523797,0.09733,0.0027599998,0.0689,0.43007,0.08790653389161157,3.98,39.589,1.448,0.303,12.28082890589467,1.07,10.394,0.996,0.0215657159083576,-0.0755313594640229,44.44812205500729,-0.8813646491865732,-0.0814010874964168,0.1630489688985828,1.0,-0.2,POSITIVE,0.1,0.6,0.3,1.0,0.0,hold,12.0,82.5,75.94,-0.52,2025-06-05
AVY,Avery Dennison,Materials,13898057728.0,BigCap,20.457998,6.4340777,0.31949,0.08647,0.079840004,0.28791,0.0662267072388737,2.1,159.369,1.026,0.594,23.968028183460568,1.965,12.037,0.89,0.0161502836603172,-0.1165986859289919,51.25672203108056,-0.9111286370736786,1.0058865185637271,0.4103844625788317,1.0,-0.1,NEGATIVE,0.1,0.7,0.2,1.0,0.0,none,14.0,190.83357,177.72,-0.63,2025-06-05
ZM,,Technology,24606228480.0,SmallCap,24.423424,2.7855601,0.12191,0.05019,0.22313999,0.75851,0.3798278595871716,,0.691,4.568,4.359,13.786713757391304,3.549,16.941,0.789,0.0205468528247696,-0.0567153713803735,56.89206213091371,-1.1425730525916342,0.8616736305488644,0.4472820717675022,1.0,-0.1,NEGATIVE,0.15,0.6,0.25,0.0,0.0,buy,28.0,91.25393,81.33,0.81,2025-06-05
SPSC,,Technology,5403044864.0,SmallCap,66.17209,5.870678,0.10130999,0.063779995,0.121309996,0.67727995,0.18622432500408995,,1.332,1.641,1.032,43.32087643843679,8.099,37.108,0.728,0.0253285685976753,-0.2620467387987908,49.01357319426431,-1.235681181247399,0.3840988358639947,0.280102610817046,1.0,0.25,POSITIVE,0.35,0.55,0.1,0.0,0.0,buy,11.0,178.40909,142.27,-1.89,2025-06-05
