ticker,name,sector,market_cap,CapType,PE,PB,ROE,ROA,ProfitMargin,GrossMargin,FCF_Margin,DividendYield,DebtEquity,CurrentRatio,QuickRatio,PriceToFCF,EV_Revenue,EV_EBITDA,Beta,Volatility,return_6m,RSI_14,Momentum_10,MACD,BB_Percent,SMA20_above_SMA50,sentiment_score,sentiment_label,positive_ratio,neutral_ratio,negative_ratio,bullet_positive_count,bullet_negative_count,recommendation,analyst_count,target_mean_price,current_price,percent_change,extraction_date
KFY,,Industrials,3573896192.0,SmallCap,14.913793,1.9907366,0.14355,0.054530002,0.09119,0.23834999,0.09939152934874629,2.28,31.608,1.904,1.755,13.27039060608535,1.245,9.433,1.429,0.0176562639652859,-0.0207087335264812,60.304193618298925,1.9896809203849892,1.1216291236680431,0.7877383834959746,1.0,0.3,NEUTRAL,0.3,0.7,0.0,0.0,0.0,buy,4.0,78.5,69.96,1.1,2025-06-05
AVB,AvalonBay Communities,Real Estate,28857993216.0,BigCap,25.211443,2.4187388,0.096920006,0.029059999,0.38314998,0.63643,0.4105831019361983,3.45,71.138,0.491,0.036,23.546959146426627,12.473,20.421,0.872,0.0159995253794485,-0.0908511856068634,45.94507754120347,1.3359342343597602,-0.5928155077112649,0.3432149132126546,0.0,,POSITIVE,0.2,0.6,0.2,0.0,0.0,buy,21.0,232.80952,203.15,0.1,2025-06-06
ABNB,Airbnb,Consumer Discretionary,84647682048.0,BigCap,34.808376,10.69607,0.3206,0.06276,0.22596,0.83048,0.28438835327635326,,28.726,1.273,0.697,26.528033773326616,6.516,28.907,1.144,0.029747979511304,0.0060519139078392,65.12617781918146,7.787014246063895,2.118757436725786,0.832111014875649,1.0,-0.1,NEGATIVE,0.15,0.6,0.25,0.0,0.0,hold,34.0,138.95766,140.64,2.44,2025-06-06
J,Jacobs Solutions,Industrials,15314483200.0,BigCap,42.064358,3.9703133,0.06804,0.05056,0.03935,0.25028,0.11036633989293257,1.02,66.356,1.502,1.445,11.865703313216994,1.505,13.414,0.76,0.0164107361308278,-0.0613325431027943,56.60298029297877,0.5731666427110872,1.098182799101508,0.6543615254003161,1.0,-0.2,POSITIVE,0.1,0.6,0.3,0.0,0.0,buy,14.0,144.00175,127.67,2.16,2025-06-06
NEE,NextEra Energy,Utilities,148324302848.0,BigCap,26.98502,2.9776418,0.07056,0.02548,0.21809,0.60841,-0.4486623810145563,3.17,148.557,0.553,0.323,-13.101074259544726,9.696,18.046,0.674,0.0201962007446169,-0.0266949005807837,58.2468840787363,8.512150522747367,0.659416225527508,0.6694171607808921,1.0,0.05,POSITIVE,0.2,0.65,0.15,1.0,0.0,buy,20.0,80.7065,72.16,0.92,2025-06-06
MANH,"Manhattan Associates, Inc.",Technology,11637851136.0,SmallCap,54.765713,47.480797,0.89599,0.2441,0.20669001,0.55619,0.27513081905539805,,9.239,1.124,1.029,40.493628924969585,10.762,40.903,1.079,0.0357838763876039,-0.3665355927307671,58.21446609339929,2.2347789534679787,2.5806752953842533,0.6049490074098308,1.0,0.25,POSITIVE,0.25,0.75,0.0,0.0,0.0,buy,9.0,211.12444,192.78,1.37,2025-06-06
GWW,W. W. Grainger,Industrials,52540952576.0,BigCap,28.065434,15.108995,0.5416,0.19601999,0.1108,0.39445,0.07237949332816948,0.83,69.639,2.742,1.505,42.16072245035339,3.163,18.693,1.212,0.0143354768191391,-0.0733130344224062,60.12992623534588,1.446469891780266,14.354564375050812,0.730865864600963,1.0,-0.15,NEUTRAL,0.05,0.75,0.2,0.0,0.0,hold,14.0,1080.9672,1094.37,0.82,2025-06-06
JPM,JPMorgan Chase,Financials,739085058048.0,BigCap,13.049314,2.2303712,0.17352,0.01413,0.35382,0.0,,2.14,,,,,2.048,,1.084,0.0186071480611017,0.0873426597857878,61.4587883888937,2.0658222928045977,4.172213282202733,0.6972042559781163,1.0,-0.1,NEUTRAL,0.15,0.6,0.25,0.0,0.0,buy,23.0,268.3626,265.73,1.42,2025-06-06
DVA,DaVita,Health Care,10406197248.0,BigCap,13.659722,-39.840855,0.54794,0.07041,0.06628,0.32458,0.1221230575935677,,742.203,1.251,1.125,6.5662875536688805,1.861,9.075,1.109,0.0209077339448406,-0.1407800159662636,43.976091644587974,-0.5630946832507036,-1.9055080959311113,0.3401393464314491,0.0,-0.05,POSITIVE,0.15,0.65,0.2,0.0,0.0,hold,9.0,162.92444,137.9,0.2,2025-06-06
COO,Cooper Companies (The),Health Care,14504593408.0,BigCap,35.120773,1.7499939,0.05148,0.038829997,0.10386,0.67197996,0.05758863940767086,,34.502,2.099,0.886,63.01370088991136,4.249,15.082,0.986,0.0246576514704236,-0.2634245268886308,41.702880897105885,-8.095845587987696,-2.9889130295597823,0.3049310866797529,0.0,,NEUTRAL,0.1,0.8,0.1,0.0,0.0,buy,15.0,94.85067,72.33,1.62,2025-06-06
WRB,W. R. Berkley Corporation,Financials,28110278656.0,BigCap,17.192575,3.1531913,0.20686,0.03687,0.12429,0.43358,0.265410160827376,0.43,34.344,0.385,0.22,7.615854972509591,2.05,11.895,0.432,0.0157443566584478,0.1899786525283799,57.681503895520514,2.6388678693328576,0.9813266699573688,0.6745793054613852,1.0,0.2,POSITIVE,0.3,0.6,0.1,2.0,0.0,hold,15.0,70.298,74.22,0.47,2025-06-06
RSG,Republic Services,Industrials,79172673536.0,BigCap,38.21342,6.777641,0.18545,0.06395,0.12880999,0.43136,0.1186337188971636,0.92,115.988,0.665,0.59,41.160462569248374,5.721,18.373,0.644,0.0122421933035054,0.1754368490235955,55.84866583316491,0.9083660475286354,2.7407930166407084,0.6138606941208575,1.0,,POSITIVE,0.05,0.9,0.05,2.0,0.0,buy,21.0,257.39618,252.97,-0.08,2025-06-06
8035.T,Tokyo Electron,Information Technology,10834301419520.0,BigCap,20.056309,5.8399506,0.30101,0.1715,0.22378,0.47142,0.13138132707238356,3.19,,2.656,1.448,33.91414251757011,4.252,13.61,1.28,0.0304745869441663,-0.0125260960334029,58.67238352306403,3.933201494177104,374.46686085408874,0.6811272868361717,1.0,-0.15,NEGATIVE,0.25,0.35,0.4,2.0,0.0,buy,20.0,29585.0,23650.0,1.28,2025-06-06
9502.T,Chubu Electric Power,Energy,1284265213952.0,BigCap,6.359149,0.46088105,0.07532,0.021259999,0.05508,0.06597,0.02772673366760932,4.1,96.454,0.909,0.481,12.62352360469058,1.041,9.251,0.2,0.0144464293070202,0.1004232805570266,40.86377355602635,-1.960219083309311,-3.4529749196181,-0.0156887032150331,1.0,,NEUTRAL,0.0,1.0,0.0,0.0,0.0,buy,5.0,1996.0,1700.5,-0.35,2025-06-06
EW,Edwards Lifesciences,Health Care,45332447232.0,BigCap,31.933884,4.4724813,0.16511999,0.084180005,0.75706,0.79498,0.2621122635790843,,6.863,4.454,3.334,31.423933268136388,7.693,25.198,1.123,0.0166309450983675,0.0803858534618657,57.18497813918279,3.4095405684556823,0.9875859465387292,0.6112532746928222,1.0,0.15,POSITIVE,0.25,0.65,0.1,0.0,0.0,buy,29.0,80.86793,77.52,-0.36,2025-06-06
FRT,Federal Realty Investment Trust,Real Estate,8351480320.0,BigCap,27.626436,2.7349794,0.094469994,0.0317,0.24701001,0.67888,0.31925442405134863,4.66,133.513,0.371,0.357,21.401431643226047,10.665,17.147,1.122,0.0182826825742123,-0.1377796230791089,53.46108911813511,2.637191431488105,0.08221576585575,0.6013693331244321,1.0,0.1,POSITIVE,0.2,0.7,0.1,0.0,0.0,buy,17.0,112.94118,96.42,2.06,2025-06-06
PLTR,Palantir Technologies,Information Technology,299838341120.0,BigCap,552.413,55.26533,0.12357,0.043920003,0.18320999,0.8001,0.2989400037573773,,4.432,6.494,6.363,323.59878549138074,89.208,638.318,2.638,0.052805649014846,0.6643961704715033,55.977067621687034,4.015042927431538,4.518323207549429,0.5834743563547954,1.0,0.05,NEUTRAL,0.2,0.65,0.15,0.0,0.0,hold,22.0,100.18727,127.72,6.51,2025-06-06
NVR,"NVR, Inc.",Consumer Discretionary,20874743808.0,BigCap,14.723392,5.316035,0.38251,0.20363002,0.14774999,0.24995,0.12129460248592792,,26.986,5.705,2.644,15.98025743062507,1.855,9.515,0.995,0.0179507772926507,-0.2019610323803776,49.58317441433014,0.994453873125598,-10.415283290048135,0.422805224041744,1.0,-0.05,POSITIVE,0.1,0.75,0.15,0.0,0.0,none,3.0,7700.0,7116.53,-1.13,2025-06-06
PWR,Quanta Services,Industrials,53486505984.0,BigCap,58.399677,7.176148,0.13731,0.050100002,0.03742,0.1496,0.055422316936446184,0.11,63.537,1.308,1.181,38.87102554453477,2.313,26.47,1.072,0.0310259633451347,0.0862956784234578,74.67883886380432,9.068101809884418,13.97650474787821,0.9680090453031868,1.0,0.2,POSITIVE,0.3,0.6,0.1,0.0,0.0,buy,25.0,346.3648,361.35,0.49,2025-06-06
BKNG,Booking Holdings,Consumer Discretionary,182646259712.0,BigCap,34.986755,-30.029129,0.317925,0.17963,0.22582,0.86627,0.3114828129041518,0.69,,1.217,1.151,24.377894170479973,7.575,21.465,1.414,0.0204901486870824,0.0611438021472541,72.477520522775,5.233234542009713,159.94976837275317,0.911655894818476,1.0,-0.15,NEGATIVE,0.1,0.65,0.25,1.0,0.0,buy,37.0,5543.715,5614.61,0.97,2025-06-06
PUK,Prudential Public Limited Compa,Financial Services,30589591552.0,SmallCap,14.107143,3.5806015,0.13176,0.01472,0.18643999,0.34195,0.303473817232376,1.97,26.743,2.077,1.307,8.234800251004746,5.094,13.512,1.212,0.0213895837473779,0.4294589221237801,68.71955297312752,4.867258242931902,0.47729617428012,1.0183729076137424,1.0,0.1,POSITIVE,0.15,0.8,0.05,1.0,0.0,strong_buy,3.0,33.48,23.73,1.06,2025-06-06
SRE,Sempra,Utilities,49776873472.0,BigCap,16.774723,1.6179463,0.09709,0.01933,0.22222,0.41252998,-0.3899097219771401,3.4,99.694,0.57,0.441,-9.598096554934832,6.991,17.28,0.656,0.0244032130315507,-0.1403589620689054,50.58307818750219,-0.5211746265523208,0.7351230858299544,0.3563973135236383,1.0,0.05,NEGATIVE,0.2,0.65,0.15,0.0,0.0,buy,15.0,80.52867,76.85,1.2,2025-06-06
NOK,Nokia Corporation Sponsored,Technology,29249648640.0,SmallCap,21.7,1.4079938,0.05712,0.02713,0.04091,0.45022,0.07436346210109893,2.63,24.329,1.361,1.104,20.465721866090405,1.432,10.945,0.596,0.0201846348074169,0.2987439280792534,61.53379051975596,1.1194018896451168,0.0833421877267053,0.8207854521851423,1.0,0.15,POSITIVE,0.25,0.65,0.1,0.0,0.0,buy,9.0,5.83333,5.41,0.74,2025-06-06
6098.T,Recruit Holdings,Consumer Discretionary,11703936876544.0,BigCap,30.246752,7.3690224,0.22448999,0.10363,0.114829995,0.58627,0.09881627715353267,0.31,12.839,1.833,1.712,33.29363752033221,3.185,18.89,0.97,0.0322042154839643,-0.268095984937745,46.27093650611819,-2.5656396115573674,32.450982249200024,0.1471180358778487,1.0,,,,,,,,buy,15.0,9860.0,8127.0,-0.18,
4005.T,Sumitomo Chemical,Materials,552877228032.0,BigCap,14.331778,0.61377,0.03814,0.02922,0.01481,0.27836,0.0155764096415341,3.57,119.705,1.524,0.817,13.618839591958839,0.673,5.782,0.366,0.0213696771570161,-0.0481430713877862,48.03478995537111,0.7155616995106724,-0.2321243234075041,0.3713339595982106,1.0,,NEGATIVE,0.0,1.0,0.0,0.0,0.0,buy,10.0,448.2,337.8,0.45,2025-06-06
SLB,Schlumberger,Energy,45655691264.0,BigCap,11.455932,2.3553805,0.20201,0.08125,0.116160005,0.20501,0.08401945616949755,3.45,68.142,1.237,0.834,15.088672252167374,1.564,6.864,1.026,0.0259367093074558,-0.1621821805084961,47.68784459310611,0.8873945296467052,-0.4556683010762654,0.4163817041695726,0.0,0.05,NEUTRAL,0.15,0.75,0.1,0.0,0.0,buy,29.0,47.29034,33.87,2.33,2025-06-06
PPL,PPL Corporation,Utilities,25153458176.0,BigCap,25.391792,1.7588526,0.07018,0.029719999,0.114870004,0.42277,-0.05554433310194227,3.2,121.312,0.809,0.52,-52.31891867300878,4.877,12.82,0.668,0.0127370756846774,0.0288359433773137,40.81784905164879,-0.9845868704071484,-0.2788173785621524,0.24184158903963,0.0,-0.1,NEGATIVE,0.15,0.6,0.25,0.0,0.0,buy,15.0,37.47333,34.04,-0.18,2025-06-06
DOX,Amdocs Limited,Technology,10213996544.0,SmallCap,19.293444,2.9513385,0.15347,0.0783,0.113859996,0.36551997,0.1416321917928504,2.32,22.492,1.165,0.956,15.248598909669836,2.236,10.865,0.535,0.0134610771112848,0.07218076562575,56.84052006915405,0.2366261389444106,0.8137346424846896,0.6689653478903627,1.0,-0.35,NEUTRAL,0.1,0.45,0.45,0.0,0.0,strong_buy,6.0,101.69333,92.28,1.43,2025-06-06
PRU,Prudential Financial,Financials,37176045568.0,BigCap,16.563879,1.2440472,0.07908,0.00234,0.03803,0.25792998,-0.27158499919221285,5.21,148.073,0.999,0.881,-2.274610259150167,0.807,17.264,1.047,0.020307832221828,-0.1494373549081101,54.7335991380781,2.712081249174669,0.3324182952016485,0.6373035358466639,1.0,-0.1,NEUTRAL,0.1,0.7,0.2,1.0,0.0,hold,14.0,113.28571,105.58,1.78,2025-06-06
9434.T,SoftBank,Communication Services,10422478438400.0,BigCap,20.276497,3.814213,0.15981,0.03793,0.0804,0.48290002,0.13510020745284043,3.93,139.78,0.711,0.62,11.788228404967775,2.517,9.67,0.114,0.0111263245140494,0.1324403305569095,53.62397330462956,1.8518518518518516,1.2229235940334888,0.5781815310408609,1.0,0.091,POSITIVE,0.09,0.91,0.0,2.0,0.0,buy,14.0,226.14285,220.0,0.41,2025-06-06
CCL,Carnival,Consumer Discretionary,32821485568.0,BigCap,15.629033,3.4587379,0.2587,0.048130002,0.08071,0.54012,0.03742527022984097,,309.246,0.257,0.149,34.50870413423171,2.364,9.417,2.583,0.0351824700941865,-0.089627965959311,68.89240130645112,8.102983219073828,0.9974304347581756,0.8518141325879792,1.0,0.35,NEGATIVE,0.45,0.45,0.1,0.0,0.0,buy,24.0,27.89833,24.28,1.04,2025-06-06
NDAQ,"Nasdaq, Inc.",Financials,48978345984.0,BigCap,38.601807,4.2406917,0.11415,0.04354,0.16351,0.61016,0.23464687819856705,1.29,84.587,0.981,0.212,26.771489500545258,7.332,20.945,1.013,0.0175681811036095,0.0549006751532927,74.44797137060297,5.085577268781947,1.912809953378712,1.0128697035548608,1.0,0.2,POSITIVE,0.2,0.8,0.0,0.0,0.0,buy,18.0,84.11111,85.61,1.92,2025-06-06
IT,Gartner,Information Technology,32465405952.0,BigCap,26.280998,21.793335,1.13185,0.09032,0.19816,0.67787004,0.15924430827495417,,192.54,1.09,0.956,32.25168880225971,5.248,25.288,1.233,0.0173783485382742,-0.1847034007779071,39.48271163099083,-5.056799660417485,-1.1799627238108883,0.0157316454378683,1.0,0.25,NEGATIVE,0.4,0.45,0.15,0.0,0.0,buy,10.0,485.319,422.55,0.33,2025-06-06
ROL,"Rollins, Inc.",Industrials,28000133120.0,BigCap,58.35798,20.648462,0.37827,0.14879,0.13781,0.52705,0.1420819943565404,1.14,67.198,0.873,0.682,56.90529242693229,8.299,36.721,0.768,0.013501372633604,0.1762340518447511,58.12409993982754,1.7444963497212278,0.6731369317870062,0.6994253100954145,1.0,0.3,POSITIVE,0.3,0.7,0.0,0.0,0.0,buy,11.0,54.55545,57.77,-0.1,2025-06-06
ELV,Elevance Health,Health Care,88308957184.0,BigCap,15.214479,2.0750139,0.14175001,0.0493,0.032309998,0.27736,0.04061591997120516,1.78,70.397,1.431,1.303,11.849379924285056,0.455,8.477,0.617,0.0203230276501416,0.0271082576450105,47.98630392611155,1.4850046318842531,-7.775237682478007,0.5354426488028986,0.0,,NEGATIVE,0.1,0.8,0.1,1.0,0.0,buy,19.0,501.28052,393.36,2.26,2025-06-06
APO,Apollo Global Management,Financials,74522812416.0,BigCap,22.757416,4.4869585,0.18686001,0.01521,0.14729,0.44241002,,1.57,90.49,1.788,1.68,,3.874,,1.571,0.0318271248731331,-0.2534259821212832,43.83325299814521,-0.2946086076015582,-1.0505184429598555,0.2781938346109892,1.0,,NEUTRAL,0.15,0.7,0.15,2.0,0.0,buy,17.0,156.88235,133.45,2.42,2025-06-06
CHD,Church & Dwight,Consumer Staples,24372801536.0,BigCap,42.474247,5.3543797,0.13354999,0.08238,0.09516,0.45507,0.1258544788760475,1.19,52.837,1.953,1.384,31.90109932912452,4.235,18.829,0.515,0.0146523748707761,-0.0714253296263478,55.43919856907374,3.949167285354663,0.3105590756081255,0.7612786077733041,0.0,0.15,POSITIVE,0.15,0.85,0.0,0.0,0.0,hold,21.0,100.38667,99.07,0.07,2025-06-06
TTWO,Take-Two Interactive,Communication Services,42435272704.0,BigCap,19.4472405,19.222103,-1.1476101,-0.02636,-0.79503,0.58164,0.2042610394774212,,192.071,0.779,0.676,36.93499794606008,7.745,97.195,1.029,0.0228487083490104,0.2230772788346342,57.29164790179145,2.5596229382388667,2.1600292991633694,0.7411619358541096,1.0,-0.05,NEGATIVE,0.05,0.85,0.1,0.0,0.0,buy,27.0,243.05222,232.72,0.73,2025-06-06
ISRG,Intuitive Surgical,Health Care,200147763200.0,BigCap,82.0,11.69956,0.15958,0.08841,0.28412,0.67086,0.1904611518868429,,,4.979,3.81,120.38426543491776,22.445,65.948,1.676,0.0248428204889286,0.0145528063742437,61.22711358819419,2.9281174837098427,8.319272576693265,0.6274103707459265,1.0,0.2,POSITIVE,0.3,0.6,0.1,0.0,0.0,buy,28.0,578.1686,557.08,-0.18,2025-06-06
PM,Philip Morris International,Consumer Staples,283769143296.0,BigCap,28.710236,-26.029411,0.14659001,0.13748,0.19795999,0.65680003,0.22310868911993728,2.97,,0.79,0.364,33.016522517926205,8.607,20.343,0.544,0.017022548731837,0.4243396441448122,68.79195696796754,4.04040518386088,4.30568375614277,0.7875843792054258,1.0,0.2,POSITIVE,0.25,0.7,0.05,0.0,0.0,buy,16.0,177.15312,181.73,-0.14,2025-06-06
MAA,Mid-America Apartment Communities,Real Estate,17982623744.0,BigCap,31.124323,2.9419115,0.09368,0.03492,0.25742,0.59199,0.4509449397096685,4.04,82.626,0.063,0.043,18.1737870685904,10.349,18.244,0.778,0.0151432857572735,-0.0393762918040266,34.612335992207534,-3.060038852052105,-2.3996305159642475,0.089292163747575,0.0,-0.05,POSITIVE,0.1,0.75,0.15,0.0,0.0,buy,26.0,170.76923,149.89,0.05,2025-06-06
LVS,Las Vegas Sands,Consumer Discretionary,28356980736.0,BigCap,22.418995,10.510738,0.44687,0.06875,0.11642,0.79011,0.1484019210352593,2.48,456.677,0.595,0.555,17.082776901984918,3.535,10.734,1.022,0.0273672782769892,-0.2474545942419809,49.99984474130581,0.1247174778504442,0.6462136586933838,0.2071890083391998,1.0,-0.05,POSITIVE,0.2,0.55,0.25,1.0,0.0,buy,17.0,51.13,40.22,-0.15,2025-06-06
ZBRA,Zebra Technologies,Information Technology,14993372160.0,BigCap,27.893093,4.15804,0.16159001,0.06539,0.10735,0.48788,0.1737632081035766,,65.113,1.449,0.959,16.867975160690502,3.186,16.919,1.754,0.0320902174467004,-0.2797078537655419,60.00075161280426,2.2575981746177898,6.845237809772243,0.5834738063600917,1.0,0.25,NEGATIVE,0.4,0.45,0.15,1.0,0.0,buy,17.0,322.67175,295.36,1.41,2025-06-06
AMZN,Amazon,Consumer Discretionary,2217932488704.0,BigCap,34.080864,7.2489834,0.2524,0.07632,0.1014,0.49158,0.06039168868372221,,51.641,1.048,0.807,56.20216145645658,3.481,17.943,1.334,0.0242114480217091,-0.0527159848525993,61.6847647639241,3.8683367980213346,3.95157566652108,0.72793029465804,1.0,0.15,POSITIVE,0.25,0.65,0.1,1.0,0.0,strong_buy,65.0,239.21861,213.57,2.72,2025-06-06
9984.T,SoftBank Group,Communication Services,10529163706368.0,BigCap,9.446647,0.9310964,0.11792,0.00994,0.15922,0.51827,0.11696174860817177,0.6,135.55,0.749,0.533,12.427577132686437,3.89,17.648,0.504,0.0327556414652147,-0.1841714560552967,46.10083503435376,-1.3531618435155413,16.363650542542928,0.1704891159024858,1.0,-0.05,NEUTRAL,0.35,0.25,0.4,1.0,0.0,buy,15.0,10421.934,7363.0,-0.24,2025-06-06
TJX,TJX Companies,Consumer Discretionary,143513354240.0,BigCap,30.268234,16.88189,0.60356,0.12752,0.084750004,0.30482998,0.05065403887807888,1.33,153.616,1.163,0.452,49.70076213625164,2.648,20.354,0.903,0.0129608746434715,0.0266324291500958,51.18381757807977,-0.7485732420098314,0.0771083641641041,0.4120727136968691,1.0,-0.4,NEGATIVE,0.0,0.6,0.4,0.0,0.0,buy,20.0,139.706,128.45,0.85,2025-06-06
MU,Micron Technology,Information Technology,122368335872.0,BigCap,26.194979,2.5171266,0.101009995,0.055219997,0.14916,0.34735,-0.01938671161351901,0.43,30.891,3.134,1.869,-200.66571974417707,4.01,8.905,1.281,0.0463857100979372,0.085104430042143,75.1201349339651,15.0163424958474,5.366510408124043,1.0965472159934957,1.0,0.3,POSITIVE,0.3,0.7,0.0,0.0,0.0,buy,33.0,124.07424,108.56,2.14,2025-06-06
MPWR,Monolithic Power Systems,Information Technology,33088282624.0,BigCap,18.418627,10.127303,0.67946,0.11995,0.76587,0.55374,0.185955056119518,0.92,0.543,4.921,3.416,74.34064051083286,13.24,48.447,1.192,0.0451184901632363,0.1775349375349375,57.47828130341179,2.718679417886969,16.75582188744147,0.5119337335908811,1.0,0.35,POSITIVE,0.35,0.65,0.0,1.0,0.0,buy,14.0,760.88074,687.08,0.88,2025-06-06
EFX,Equifax,Industrials,33300236288.0,BigCap,54.718365,6.685284,0.12519,0.05641,0.10679,0.56438,0.13671800388493846,0.75,97.097,0.853,0.701,42.44455660387063,6.621,21.347,1.629,0.0258418405060425,0.008413589146478,56.17165253218887,1.8637533103463884,2.6963372429138985,0.5020700647945239,1.0,-0.05,POSITIVE,0.1,0.75,0.15,1.0,0.0,buy,20.0,286.467,268.31,0.79,2025-06-06
DLR,Digital Realty,Real Estate,60826886144.0,BigCap,167.23114,2.9027953,0.01849,0.00997,0.07808,0.54134,0.2525190044234818,2.77,79.552,1.661,1.363,43.65681679054086,14.123,31.323,0.975,0.0200820959609637,-0.0662077029005241,74.69435386871874,5.60286027573391,4.268823159496321,1.0123919346961765,1.0,0.05,POSITIVE,0.2,0.65,0.15,1.0,0.0,buy,25.0,185.84,176.84,0.52,2025-06-06
SR,Spire Inc.,Utilities,4321807872.0,SmallCap,18.7289,1.3229396,0.07308,0.0294,0.103819996,0.41193,-0.08174957516946571,4.27,135.549,0.43,0.276,-21.88987711886913,3.841,11.553,0.658,0.0138994156422403,0.062660221298169,43.80950524641486,-0.3266610314168637,-0.3929807861353964,0.3743231564431075,0.0,0.05,NEUTRAL,0.1,0.85,0.05,1.0,0.0,buy,9.0,78.88889,73.63,0.05,2025-06-06
AON,Aon plc,Financials,80122380288.0,BigCap,32.013805,11.447966,0.72012,0.06008,0.15577,0.46750998,0.19498532362675416,0.8,254.468,1.046,0.252,25.08441468376279,5.994,18.684,0.864,0.0147166070170882,-0.0228846869880904,55.83590489315409,3.6823430845374254,2.35195831771415,0.7957031394173866,0.0,-0.1,NEGATIVE,0.1,0.7,0.2,0.0,0.0,buy,19.0,396.7574,371.09,0.14,2025-06-06
3861.T,Oji Holdings Corporation,Consumer Staples,643124953088.0,BigCap,14.663004,0.58910215,0.04303,0.01666,0.02497,0.18893999,-0.03193419126337422,5.23,79.749,1.092,0.624,-10.89031676698805,0.821,9.371,0.057,0.0170582099278409,0.2801876355706854,65.60954439505151,1.5362106803218727,11.40036745099178,0.8524974975780716,1.0,,NEUTRAL,0.0,1.0,0.0,1.0,0.0,buy,6.0,751.6667,694.0,0.87,2025-06-06
4042.T,Tosoh,Materials,663615635456.0,BigCap,11.447173,0.80232775,0.08118,0.04724,0.05454,0.24357,0.006775434028494652,4.8,19.847,2.262,1.304,92.10647766941223,0.73,5.303,0.228,0.0166702206696127,0.0148563078421821,53.47311020324592,-1.115329852871381,21.528974310469497,0.5179292823498018,1.0,0.5,POSITIVE,0.5,0.5,0.0,3.0,0.0,buy,8.0,2283.75,2083.5,0.05,2025-06-06
FITB,Fifth Third Bancorp,Financials,26095599616.0,BigCap,12.411111,1.4265125,0.11715,0.01081,0.29202,0.0,,3.86,,,,,5.569,,0.918,0.0206263211434509,-0.1566160557737514,58.60951227349786,4.25220285810434,0.3659079462505303,0.6836789680039665,1.0,,POSITIVE,0.1,0.8,0.1,0.0,0.0,buy,22.0,43.96591,39.41,2.9,2025-06-06
AROC,"Archrock, Inc.",Energy,4662453248.0,SmallCap,22.159664,3.428683,0.18149,0.07786,0.16384001,0.61916,-0.01376109690000174,2.96,171.13,1.473,0.919,-274.53012606822233,5.533,11.019,1.078,0.0307685032407256,0.0515515614110493,62.04057225539043,7.720593677855978,0.3572844927212486,1.1019632333745908,1.0,0.2,POSITIVE,0.25,0.7,0.05,0.0,0.0,strong_buy,8.0,30.875,26.41,3.08,2025-06-06
DD,DuPont,Materials,28445378560.0,BigCap,2265.6667,1.2457389,0.00199,0.03362,-0.00599,0.37058,0.14167198730668534,2.43,33.114,1.396,0.872,16.04988397648848,2.762,10.884,1.03,0.0260114718631092,-0.1702368173624153,52.75898997571641,0.6423041153574399,0.268415657510701,0.5072671134720458,1.0,0.05,POSITIVE,0.1,0.85,0.05,0.0,0.0,buy,19.0,85.07053,68.13,1.02,2025-06-06
OMC,Omnicom Group,Communication Services,13892464640.0,BigCap,9.6912565,3.1649864,0.31022,0.051999997,0.09205,0.18653,0.08051384396097161,3.99,129.051,1.006,0.798,11.007058504304513,1.159,7.219,0.955,0.0207829923823571,-0.3028451302541923,37.31772096895724,-3.0083372499229286,-1.406664742657881,0.1578849289380244,0.0,0.1,POSITIVE,0.2,0.7,0.1,0.0,0.0,none,10.0,102.013,71.43,1.74,2025-06-06
KHC,Kraft Heinz,Consumer Staples,31559094272.0,BigCap,12.175799,0.6415562,0.0535,0.037520003,0.10439,0.34576,0.0906512992850842,6.01,43.55,1.307,0.697,13.686431836744482,1.984,7.924,0.231,0.0167596325435583,-0.1101503207118522,42.56074440801725,2.0944037432039693,-0.4240360319589733,0.4224904277392615,0.0,-0.15,NEGATIVE,0.05,0.75,0.2,0.0,0.0,hold,22.0,31.66364,26.73,0.41,2025-06-06
HVT,"Haverty Furniture Companies, In",Consumer Cyclical,317355136.0,SmallCap,15.28125,1.0347017,0.06974,0.0215,0.02962,0.60952,0.024143995360177833,6.54,71.306,1.809,0.87,18.43991583788445,0.586,9.456,1.278,0.0273837482687632,-0.1119731919127874,46.91469992159164,-2.9640647879394324,0.1263599095819927,0.1795438684258129,1.0,0.15,POSITIVE,0.25,0.65,0.1,1.0,0.0,none,2.0,29.0,19.79,1.23,2025-06-06
4021.T,Nissan Chemical Industries,Materials,567353540608.0,BigCap,13.145865,2.4360209,0.18391001,0.10859,0.17124,0.46363997,0.12344648080165287,5.11,17.137,2.655,1.498,18.283959505335076,2.308,8.183,0.318,0.0150610126744629,-0.1742761878380122,44.15520950500332,-2.6156001868285848,-5.329365013039023,0.1655039649421368,1.0,0.25,POSITIVE,0.25,0.75,0.0,2.0,0.0,strong_buy,9.0,5682.222,4170.0,0.43,2025-06-06
TAP,Molson Coors Beverage Company,Consumer Staples,10500268032.0,BigCap,10.429578,0.8022503,0.07989,0.041490003,0.09137,0.39001998,0.05924285866447533,3.63,49.065,0.895,0.461,15.676249796515274,1.503,7.088,0.728,0.0178866027244427,-0.1455822748976923,28.74804180820341,-4.621620461723753,-1.3679135475856583,0.0888827237899487,0.0,0.05,POSITIVE,0.15,0.75,0.1,2.0,0.0,hold,23.0,63.14783,52.0,1.19,2025-06-06
